ts,frame,wheel
1685079078328,1,0.017453292519943295
1685079078395,2,0.017453292519943295
1685079078458,3,0.017453292519943295
1685079078526,4,0.017453292519943295
1685079078592,5,0.017453292519943295
1685079078651,6,0.017453292519943295
1685079078712,7,0.017453292519943295
1685079078780,8,0.017453292519943295
1685079078844,9,-0.03490658503988659
1685079078915,10,-0.10471975511965977
1685079078983,11,-0.20943951023931953
1685079079037,12,-0.3141592653589793
1685079079092,13,-0.3316125578789226
1685079079147,14,-0.3316125578789226
1685079079203,15,-0.3316125578789226
1685079079264,16,-0.3665191429188092
1685079079323,17,-0.4363323129985824
1685079079386,18,-0.4537856055185257
1685079079455,19,-0.4537856055185257
1685079079521,20,-0.4363323129985824
1685079079572,21,-0.4363323129985824
1685079079626,22,-0.4537856055185257
1685079079676,23,-0.4537856055185257
1685079079728,24,-0.4363323129985824
1685079079781,25,-0.4363323129985824
1685079079829,26,-0.4363323129985824
1685079079888,27,-0.4363323129985824
1685079079941,28,-0.4363323129985824
1685079079993,29,-0.3839724354387525
1685079080049,30,-0.3665191429188092
1685079080103,31,-0.12217304763960307
1685079080155,32,-0.03490658503988659
1685079080205,33,-0.017453292519943295
1685079080259,34,-0.017453292519943295
1685079080311,35,0.0
1685079080366,36,0.0
1685079080419,37,0.0
1685079080469,38,0.0
1685079080521,39,0.0
1685079080578,40,0.0
1685079080637,41,0.0
1685079080697,42,0.0
1685079080754,43,-0.017453292519943295
1685079080807,44,-0.12217304763960307
1685079080865,45,-0.15707963267948966
1685079080924,46,-0.15707963267948966
1685079080989,47,-0.15707963267948966
1685079081050,48,-0.13962634015954636
1685079081104,49,-0.13962634015954636
1685079081154,50,-0.13962634015954636
1685079081204,51,-0.13962634015954636
1685079081260,52,-0.15707963267948966
1685079081313,53,-0.15707963267948966
1685079081367,54,-0.15707963267948966
1685079081421,55,-0.13962634015954636
1685079081475,56,-0.05235987755982988
1685079081529,57,-0.05235987755982988
1685079081583,58,-0.05235987755982988
1685079081640,59,-0.05235987755982988
1685079081692,60,-0.03490658503988659
1685079081746,61,-0.03490658503988659
1685079081799,62,-0.03490658503988659
1685079081853,63,-0.03490658503988659
1685079081906,64,-0.03490658503988659
1685079081960,65,-0.03490658503988659
1685079082013,66,-0.017453292519943295
1685079082068,67,-0.017453292519943295
1685079082120,68,-0.017453292519943295
1685079082172,69,-0.017453292519943295
1685079082226,70,0.0
1685079082291,71,0.0
1685079082345,72,0.0
1685079082397,73,0.0
1685079082448,74,0.0
1685079082502,75,0.0
1685079082557,76,0.05235987755982988
1685079082609,77,0.06981317007977318
1685079082662,78,0.06981317007977318
1685079082717,79,0.06981317007977318
1685079082770,80,0.06981317007977318
1685079082824,81,0.08726646259971647
1685079082886,82,0.10471975511965977
1685079082938,83,0.12217304763960307
1685079082991,84,0.10471975511965977
1685079083046,85,0.06981317007977318
1685079083097,86,0.06981317007977318
1685079083149,87,0.06981317007977318
1685079083202,88,0.06981317007977318
1685079083259,89,0.05235987755982988
1685079083313,90,0.03490658503988659
1685079083366,91,0.03490658503988659
1685079083419,92,0.03490658503988659
1685079083471,93,0.03490658503988659
1685079083523,94,0.03490658503988659
1685079083575,95,0.03490658503988659
1685079083629,96,0.017453292519943295
1685079083681,97,0.0
1685079083734,98,0.0
1685079083790,99,0.017453292519943295
1685079083843,100,0.017453292519943295
1685079083896,101,0.017453292519943295
1685079083949,102,0.017453292519943295
1685079084002,103,0.017453292519943295
1685079084054,104,0.017453292519943295
1685079084108,105,0.017453292519943295
1685079084160,106,0.017453292519943295
1685079084211,107,0.0
1685079084264,108,0.0
1685079084314,109,0.0
1685079084366,110,-0.017453292519943295
1685079084425,111,0.0
1685079084481,112,0.0
1685079084534,113,0.0
1685079084589,114,0.0
1685079084649,115,0.0
1685079084704,116,0.0
1685079084756,117,0.0
1685079084809,118,0.0
1685079084863,119,0.017453292519943295
1685079084915,120,0.017453292519943295
1685079084968,121,0.0
1685079085018,122,0.0
1685079085071,123,0.0
1685079085123,124,0.0
1685079085175,125,0.0
1685079085226,126,0.0
1685079085283,127,0.0
1685079085335,128,0.0
1685079085421,129,0.0
1685079085475,130,0.0
1685079085528,131,0.0
1685079085580,132,0.0
1685079085631,133,0.0
1685079085682,134,0.0
1685079085734,135,0.0
1685079085786,136,0.0
1685079085839,137,0.0
1685079085894,138,0.0
1685079085948,139,0.0
1685079086001,140,0.0
1685079086055,141,0.0
1685079086109,142,0.0
1685079086163,143,0.0
1685079086216,144,0.0
1685079086267,145,0.0
1685079086317,146,0.0
1685079086368,147,0.0
1685079086421,148,-0.017453292519943295
1685079086475,149,-0.017453292519943295
1685079086528,150,-0.017453292519943295
1685079086581,151,-0.017453292519943295
1685079086633,152,-0.017453292519943295
1685079086685,153,-0.017453292519943295
1685079086738,154,-0.017453292519943295
1685079086793,155,-0.017453292519943295
1685079086846,156,-0.03490658503988659
1685079086897,157,-0.05235987755982988
1685079086947,158,-0.05235987755982988
1685079087000,159,-0.05235987755982988
1685079087052,160,-0.05235987755982988
1685079087104,161,-0.03490658503988659
1685079087156,162,-0.03490658503988659
1685079087207,163,-0.03490658503988659
1685079087260,164,-0.03490658503988659
1685079087314,165,-0.03490658503988659
1685079087369,166,-0.03490658503988659
1685079087421,167,-0.03490658503988659
1685079087472,168,-0.03490658503988659
1685079087525,169,-0.03490658503988659
1685079087574,170,-0.03490658503988659
1685079087629,171,-0.03490658503988659
1685079087686,172,-0.03490658503988659
1685079087740,173,-0.03490658503988659
1685079087795,174,-0.03490658503988659
1685079087846,175,-0.03490658503988659
1685079087898,176,-0.03490658503988659
1685079087950,177,-0.05235987755982988
1685079088003,178,-0.05235987755982988
1685079088054,179,-0.05235987755982988
1685079088106,180,-0.05235987755982988
1685079088158,181,-0.05235987755982988
1685079088209,182,-0.06981317007977318
1685079088262,183,-0.08726646259971647
1685079088314,184,-0.08726646259971647
1685079088366,185,-0.08726646259971647
1685079088418,186,-0.10471975511965977
1685079088471,187,-0.12217304763960307
1685079088524,188,-0.19198621771937624
1685079088581,189,-0.22689280275926285
1685079088637,190,-0.24434609527920614
1685079088691,191,-0.24434609527920614
1685079088743,192,-0.29670597283903605
1685079088797,193,-0.3141592653589793
1685079088846,194,-0.3141592653589793
1685079088898,195,-0.3316125578789226
1685079088951,196,-0.3316125578789226
1685079089003,197,-0.3316125578789226
1685079089054,198,-0.3316125578789226
1685079089108,199,-0.3316125578789226
1685079089160,200,-0.3316125578789226
1685079089212,201,-0.3316125578789226
1685079089262,202,-0.3316125578789226
1685079089312,203,-0.3316125578789226
1685079089366,204,-0.3316125578789226
1685079089419,205,-0.3141592653589793
1685079089468,206,-0.3141592653589793
1685079089521,207,-0.3141592653589793
