ts,frame,wheel,speed
1685324262859,1,0.03490658503988659,0
1685324262922,2,0.03490658503988659,0
1685324262982,3,0.03490658503988659,0
1685324263043,4,0.03490658503988659,0
1685324263104,5,0.03490658503988659,0
1685324263165,6,0.03490658503988659,0
1685324263226,7,0.03490658503988659,0
1685324263286,8,0.03490658503988659,0
1685324263346,9,0.03490658503988659,0
1685324263407,10,0.03490658503988659,0
1685324263466,11,0.03490658503988659,19.375
1685324263516,12,0.03490658503988659,105.625
1685324263565,13,0.03490658503988659,159.375
1685324263614,14,0.03490658503988659,159.375
1685324263664,15,0.03490658503988659,159.375
1685324263713,16,0.03490658503988659,159.375
1685324263760,17,0.0,159.375
1685324263808,18,0.0,159.375
1685324263856,19,0.0,159.375
1685324263903,20,0.0,159.375
1685324263957,21,0.0,159.375
1685324264005,22,-0.017453292519943295,159.375
1685324264052,23,-0.017453292519943295,159.375
1685324264099,24,-0.017453292519943295,159.375
1685324264146,25,-0.03490658503988659,159.375
1685324264192,26,-0.03490658503988659,159.375
1685324264236,27,-0.03490658503988659,159.375
1685324264284,28,-0.05235987755982988,159.375
1685324264330,29,-0.05235987755982988,159.375
1685324264378,30,-0.06981317007977318,159.375
1685324264424,31,-0.06981317007977318,159.375
1685324264471,32,-0.08726646259971647,159.375
1685324264518,33,-0.12217304763960307,159.375
1685324264565,34,-0.12217304763960307,159.375
1685324264612,35,-0.13962634015954636,159.375
1685324264658,36,-0.15707963267948966,159.375
1685324264706,37,-0.15707963267948966,159.375
1685324264752,38,-0.17453292519943295,159.375
1685324264799,39,-0.22689280275926285,159.375
1685324264847,40,-0.2792526803190927,159.375
1685324264894,41,-0.3490658503988659,159.375
1685324264942,42,-0.3665191429188092,159.375
1685324264989,43,-0.3665191429188092,159.375
1685324265051,44,-0.3665191429188092,159.375
1685324265099,45,-0.3665191429188092,159.375
1685324265164,46,-0.40142572795869574,159.375
1685324265216,47,-0.40142572795869574,159.375
1685324265267,48,-0.40142572795869574,159.375
1685324265317,49,-0.40142572795869574,159.375
1685324265365,50,-0.40142572795869574,159.375
1685324265416,51,-0.29670597283903605,159.375
1685324265466,52,-0.03490658503988659,159.375
1685324265515,53,-0.05235987755982988,159.375
1685324265566,54,-0.06981317007977318,159.375
1685324265616,55,-0.06981317007977318,159.375
1685324265666,56,-0.05235987755982988,159.375
1685324265718,57,-0.03490658503988659,159.375
1685324265769,58,-0.03490658503988659,159.375
1685324265821,59,-0.03490658503988659,159.375
1685324265872,60,-0.03490658503988659,159.375
1685324265920,61,-0.03490658503988659,159.375
1685324265965,62,-0.03490658503988659,159.375
1685324266014,63,-0.03490658503988659,159.375
1685324266061,64,-0.03490658503988659,159.375
1685324266109,65,-0.03490658503988659,159.375
1685324266156,66,-0.03490658503988659,159.375
1685324266204,67,-0.03490658503988659,159.375
1685324266252,68,-0.03490658503988659,159.375
1685324266300,69,-0.03490658503988659,159.375
1685324266348,70,-0.03490658503988659,159.375
1685324266396,71,-0.03490658503988659,159.375
1685324266445,72,-0.03490658503988659,159.375
1685324266493,73,-0.03490658503988659,159.375
1685324266538,74,-0.03490658503988659,159.375
1685324266586,75,-0.03490658503988659,159.375
1685324266635,76,-0.03490658503988659,159.375
1685324266683,77,-0.03490658503988659,159.375
1685324266732,78,-0.03490658503988659,159.375
1685324266781,79,-0.03490658503988659,159.375
1685324266830,80,-0.03490658503988659,159.375
1685324266880,81,-0.03490658503988659,159.375
1685324266929,82,-0.05235987755982988,159.375
1685324266978,83,-0.08726646259971647,159.375
1685324267028,84,-0.08726646259971647,159.375
1685324267077,85,-0.05235987755982988,159.375
1685324267125,86,-0.03490658503988659,159.375
1685324267176,87,-0.03490658503988659,159.375
1685324267226,88,-0.03490658503988659,159.375
1685324267279,89,-0.03490658503988659,159.375
1685324267332,90,-0.03490658503988659,159.375
1685324267385,91,-0.03490658503988659,159.375
1685324267436,92,-0.03490658503988659,159.375
1685324267488,93,-0.03490658503988659,159.375
1685324267540,94,-0.03490658503988659,159.375
1685324267589,95,-0.06981317007977318,159.375
1685324267641,96,-0.05235987755982988,159.375
1685324267693,97,-0.017453292519943295,159.375
1685324267742,98,-0.017453292519943295,159.375
1685324267794,99,-0.017453292519943295,159.375
1685324267845,100,-0.017453292519943295,159.375
1685324267897,101,-0.03490658503988659,159.375
1685324267955,102,-0.03490658503988659,159.375
1685324268008,103,-0.03490658503988659,159.375
1685324268060,104,-0.03490658503988659,159.375
1685324268112,105,-0.03490658503988659,159.375
1685324268165,106,-0.05235987755982988,159.375
1685324268220,107,-0.05235987755982988,159.375
1685324268276,108,-0.05235987755982988,159.375
1685324268335,109,-0.08726646259971647,159.375
1685324268385,110,-0.08726646259971647,159.375
1685324268438,111,-0.08726646259971647,159.375
1685324268491,112,-0.08726646259971647,159.375
1685324268546,113,-0.12217304763960307,159.375
1685324268600,114,-0.17453292519943295,159.375
1685324268654,115,-0.17453292519943295,159.375
1685324268708,116,-0.17453292519943295,159.375
1685324268761,117,-0.19198621771937624,159.375
1685324268814,118,-0.2617993877991494,159.375
1685324268868,119,-0.2617993877991494,159.375
1685324268921,120,-0.29670597283903605,159.375
1685324268976,121,-0.29670597283903605,159.375
1685324269032,122,-0.29670597283903605,159.375
1685324269084,123,-0.3316125578789226,159.375
1685324269136,124,-0.3490658503988659,159.375
1685324269188,125,-0.3490658503988659,159.375
1685324269240,126,-0.3490658503988659,159.375
1685324269291,127,-0.3490658503988659,159.375
1685324269344,128,-0.3490658503988659,159.375
1685324269397,129,-0.3490658503988659,159.375
1685324269448,130,-0.3141592653589793,159.375
1685324269500,131,-0.29670597283903605,159.375
1685324269552,132,-0.29670597283903605,159.375
1685324269604,133,-0.2617993877991494,159.375
1685324269653,134,-0.19198621771937624,159.375
1685324269706,135,-0.13962634015954636,159.375
1685324269757,136,-0.13962634015954636,159.375
1685324269809,137,-0.13962634015954636,159.375
1685324269860,138,-0.13962634015954636,159.375
1685324269913,139,-0.13962634015954636,159.375
1685324269965,140,-0.12217304763960307,159.375
1685324270016,141,-0.12217304763960307,159.375
1685324270069,142,-0.12217304763960307,159.375
1685324270120,143,-0.12217304763960307,159.375
1685324270172,144,-0.12217304763960307,159.375
1685324270223,145,-0.12217304763960307,159.375
1685324270273,146,-0.12217304763960307,159.375
1685324270325,147,-0.12217304763960307,159.375
1685324270384,148,-0.15707963267948966,159.375
1685324270433,149,-0.15707963267948966,159.375
1685324270484,150,-0.17453292519943295,159.375
1685324270536,151,-0.17453292519943295,159.375
1685324270588,152,-0.19198621771937624,159.375
1685324270639,153,-0.20943951023931953,159.375
1685324270692,154,-0.24434609527920614,159.375
1685324270744,155,-0.24434609527920614,159.375
1685324270796,156,-0.24434609527920614,159.375
1685324270848,157,-0.2792526803190927,159.375
1685324270896,158,-0.2792526803190927,159.375
1685324270948,159,-0.2792526803190927,159.375
1685324271000,160,-0.2792526803190927,159.375
1685324271051,161,-0.2792526803190927,159.375
1685324271103,162,-0.2792526803190927,159.375
1685324271153,163,-0.2792526803190927,159.375
1685324271205,164,-0.2792526803190927,159.375
1685324271256,165,-0.2792526803190927,159.375
1685324271308,166,-0.2792526803190927,159.375
1685324271360,167,-0.2617993877991494,159.375
1685324271411,168,-0.2617993877991494,159.375
1685324271464,169,-0.2617993877991494,159.375
1685324271513,170,-0.19198621771937624,159.375
1685324271568,171,-0.15707963267948966,159.375
1685324271621,172,-0.20943951023931953,159.375
1685324271675,173,-0.20943951023931953,159.375
1685324271728,174,-0.20943951023931953,159.375
1685324271780,175,-0.20943951023931953,159.375
1685324271833,176,-0.20943951023931953,159.375
1685324271886,177,-0.20943951023931953,159.375
1685324271938,178,-0.20943951023931953,159.375
1685324271997,179,-0.20943951023931953,159.375
1685324272049,180,-0.20943951023931953,159.375
1685324272102,181,-0.22689280275926285,159.375
1685324272163,182,-0.22689280275926285,159.375
1685324272215,183,-0.19198621771937624,159.375
1685324272267,184,-0.17453292519943295,159.375
1685324272320,185,0.0,159.375
1685324272372,186,0.0,159.375
1685324272424,187,0.0,159.375
1685324272476,188,0.0,159.375
1685324272529,189,0.0,159.375
1685324272581,190,0.0,159.375
1685324272632,191,0.017453292519943295,159.375
1685324272684,192,0.06981317007977318,159.375
1685324272737,193,0.06981317007977318,159.375
1685324272786,194,0.08726646259971647,159.375
1685324272840,195,0.08726646259971647,159.375
1685324272892,196,0.08726646259971647,159.375
1685324272944,197,0.08726646259971647,159.375
