ts,frame,wheel,speed
1685324565565,1,0.017453292519943295,0
1685324565629,2,0.017453292519943295,0
1685324565691,3,0.017453292519943295,0
1685324565754,4,0.017453292519943295,0
1685324565817,5,0.017453292519943295,0
1685324565880,6,0.017453292519943295,0
1685324565942,7,0.017453292519943295,0
1685324566007,8,0.05235987755982988,0
1685324566068,9,0.06981317007977318,91.875
1685324566119,10,0.06981317007977318,159.375
1685324566175,11,0.06981317007977318,159.375
1685324566231,12,0.05235987755982988,159.375
1685324566286,13,0.06981317007977318,159.375
1685324566338,14,0.08726646259971647,159.375
1685324566389,15,0.08726646259971647,159.375
1685324566441,16,0.08726646259971647,159.375
1685324566493,17,0.10471975511965977,159.375
1685324566546,18,0.10471975511965977,159.375
1685324566599,19,0.06981317007977318,159.375
1685324566666,20,0.03490658503988659,159.375
1685324566722,21,0.03490658503988659,159.375
1685324566778,22,0.03490658503988659,159.375
1685324566830,23,0.03490658503988659,159.375
1685324566883,24,0.03490658503988659,159.375
1685324566935,25,0.03490658503988659,159.375
1685324566985,26,0.03490658503988659,159.375
1685324567037,27,0.03490658503988659,159.375
1685324567090,28,0.03490658503988659,159.375
1685324567145,29,0.03490658503988659,159.375
1685324567197,30,0.03490658503988659,159.375
1685324567250,31,0.03490658503988659,159.375
1685324567302,32,0.03490658503988659,159.375
1685324567354,33,0.03490658503988659,159.375
1685324567405,34,0.03490658503988659,159.375
1685324567458,35,0.03490658503988659,159.375
1685324567511,36,0.03490658503988659,159.375
1685324567561,37,0.03490658503988659,159.375
1685324567613,38,0.03490658503988659,159.375
1685324567664,39,0.03490658503988659,159.375
1685324567715,40,0.05235987755982988,159.375
1685324567766,41,0.06981317007977318,159.375
1685324567817,42,0.08726646259971647,159.375
1685324567866,43,0.08726646259971647,159.375
1685324567915,44,0.08726646259971647,159.375
1685324567965,45,0.08726646259971647,159.375
1685324568015,46,0.13962634015954636,159.375
1685324568065,47,0.2617993877991494,159.375
1685324568119,48,0.2792526803190927,159.375
1685324568168,49,0.2792526803190927,159.375
1685324568216,50,0.29670597283903605,159.375
1685324568268,51,0.3316125578789226,159.375
1685324568329,52,0.3839724354387525,159.375
1685324568380,53,0.3839724354387525,159.375
1685324568432,54,0.4537856055185257,159.375
1685324568482,55,0.4537856055185257,159.375
1685324568533,56,0.47123889803846897,159.375
1685324568585,57,0.5759586531581288,159.375
1685324568633,58,0.5934119456780721,159.375
1685324568683,59,0.5934119456780721,159.375
1685324568737,60,0.5934119456780721,159.375
