ts,frame,wheel
1685078869014,1,0.017453292519943295
1685078869076,2,0.017453292519943295
1685078869137,3,0.017453292519943295
1685078869198,4,0.017453292519943295
1685078869259,5,0.017453292519943295
1685078869319,6,0.017453292519943295
1685078869382,7,0.017453292519943295
1685078869442,8,0.017453292519943295
1685078869493,9,0.017453292519943295
1685078869544,10,0.017453292519943295
1685078869596,11,0.017453292519943295
1685078869648,12,0.017453292519943295
1685078869698,13,0.017453292519943295
1685078869754,14,0.017453292519943295
1685078869809,15,0.017453292519943295
1685078869862,16,0.017453292519943295
1685078869917,17,0.017453292519943295
1685078869974,18,0.017453292519943295
1685078870028,19,0.017453292519943295
1685078870081,20,0.017453292519943295
1685078870134,21,0.017453292519943295
1685078870186,22,0.017453292519943295
1685078870240,23,0.017453292519943295
1685078870292,24,0.017453292519943295
1685078870345,25,0.017453292519943295
1685078870397,26,0.017453292519943295
1685078870451,27,0.017453292519943295
1685078870504,28,0.0
1685078870558,29,0.0
1685078870612,30,0.0
1685078870666,31,0.0
1685078870720,32,0.0
1685078870773,33,-0.017453292519943295
1685078870826,34,-0.03490658503988659
1685078870880,35,-0.03490658503988659
1685078870929,36,-0.03490658503988659
1685078870980,37,-0.03490658503988659
1685078871027,38,-0.03490658503988659
1685078871076,39,-0.03490658503988659
1685078871126,40,-0.03490658503988659
1685078871176,41,-0.03490658503988659
1685078871225,42,-0.03490658503988659
1685078871274,43,-0.03490658503988659
1685078871324,44,-0.03490658503988659
1685078871373,45,-0.03490658503988659
1685078871424,46,-0.03490658503988659
1685078871473,47,-0.017453292519943295
1685078871523,48,-0.017453292519943295
1685078871573,49,-0.017453292519943295
1685078871621,50,0.0
1685078871672,51,0.0
1685078871722,52,0.017453292519943295
1685078871774,53,0.03490658503988659
1685078871826,54,0.06981317007977318
1685078871876,55,0.06981317007977318
1685078871927,56,0.06981317007977318
1685078871979,57,0.05235987755982988
1685078872030,58,0.05235987755982988
1685078872080,59,0.05235987755982988
1685078872130,60,0.05235987755982988
1685078872181,61,0.05235987755982988
1685078872229,62,0.05235987755982988
1685078872283,63,0.03490658503988659
1685078872333,64,0.017453292519943295
1685078872384,65,0.017453292519943295
1685078872434,66,0.0
1685078872485,67,0.0
1685078872536,68,0.0
1685078872586,69,0.0
1685078872635,70,-0.017453292519943295
1685078872687,71,-0.017453292519943295
1685078872737,72,-0.03490658503988659
1685078872788,73,-0.03490658503988659
1685078872836,74,-0.03490658503988659
1685078872887,75,-0.03490658503988659
1685078872937,76,-0.03490658503988659
1685078872988,77,-0.03490658503988659
1685078873040,78,-0.03490658503988659
1685078873096,79,-0.03490658503988659
1685078873152,80,-0.03490658503988659
1685078873206,81,-0.03490658503988659
1685078873262,82,-0.03490658503988659
1685078873316,83,-0.03490658503988659
1685078873371,84,-0.03490658503988659
1685078873424,85,-0.03490658503988659
1685078873473,86,-0.03490658503988659
1685078873524,87,-0.05235987755982988
1685078873575,88,-0.03490658503988659
1685078873626,89,-0.03490658503988659
1685078873676,90,-0.03490658503988659
1685078873728,91,-0.03490658503988659
1685078873779,92,-0.03490658503988659
1685078873830,93,-0.03490658503988659
1685078873884,94,-0.03490658503988659
1685078873949,95,-0.03490658503988659
1685078874005,96,-0.017453292519943295
1685078874060,97,-0.03490658503988659
1685078874111,98,-0.03490658503988659
1685078874168,99,-0.05235987755982988
1685078874218,100,-0.13962634015954636
1685078874268,101,-0.2792526803190927
1685078874318,102,-0.3141592653589793
1685078874369,103,-0.3141592653589793
1685078874418,104,-0.3141592653589793
1685078874469,105,-0.3141592653589793
1685078874521,106,-0.3141592653589793
1685078874572,107,-0.3141592653589793
1685078874623,108,-0.5235987755982988
1685078874674,109,-0.6283185307179586
1685078874721,110,-0.6108652381980153
1685078874772,111,-0.6108652381980153
1685078874823,112,-0.6108652381980153
1685078874873,113,-0.6108652381980153
1685078874925,114,-0.6283185307179586
1685078874976,115,-0.6283185307179586
1685078875030,116,-0.6283185307179586
1685078875084,117,-0.6283185307179586
1685078875138,118,-0.6283185307179586
1685078875192,119,-0.6283185307179586
1685078875246,120,-0.6283185307179586
1685078875302,121,-0.6283185307179586
1685078875353,122,-0.6283185307179586
1685078875408,123,-0.6283185307179586
1685078875462,124,-0.6283185307179586
1685078875516,125,-0.6283185307179586
1685078875570,126,-0.6283185307179586
1685078875624,127,-0.6283185307179586
1685078875677,128,-0.6283185307179586
1685078875732,129,-0.6283185307179586
1685078875785,130,-0.6283185307179586
1685078875840,131,-0.6283185307179586
1685078875889,132,-0.6283185307179586
1685078875939,133,-0.6283185307179586
1685078875985,134,-0.6108652381980153
1685078876034,135,-0.6108652381980153
1685078876084,136,-0.6108652381980153
1685078876134,137,-0.6108652381980153
1685078876188,138,-0.6108652381980153
1685078876237,139,-0.6108652381980153
1685078876291,140,-0.6108652381980153
1685078876340,141,-0.6108652381980153
1685078876390,142,-0.6108652381980153
1685078876440,143,-0.6108652381980153
1685078876490,144,-0.6108652381980153
1685078876540,145,-0.6108652381980153
1685078876588,146,-0.6108652381980153
1685078876638,147,-0.6108652381980153
1685078876688,148,-0.5759586531581288
1685078876737,149,-0.5585053606381855
1685078876787,150,-0.5410520681182421
1685078876837,151,-0.5410520681182421
1685078876887,152,-0.5410520681182421
1685078876937,153,-0.5410520681182421
1685078876986,154,-0.5410520681182421
1685078877037,155,0.0
1685078877088,156,0.0
1685078877138,157,0.0
1685078877185,158,0.0
1685078877235,159,0.0
1685078877285,160,0.0
1685078877337,161,0.0
1685078877388,162,0.0
1685078877438,163,0.0
1685078877487,164,0.0
1685078877536,165,0.0
1685078877586,166,0.0
1685078877635,167,0.0
1685078877685,168,0.0
1685078877736,169,0.0
1685078877785,170,0.0
1685078877837,171,0.0
1685078877888,172,0.0
1685078877939,173,0.0
1685078877990,174,0.0
1685078878041,175,0.0
1685078878094,176,0.0
1685078878145,177,0.0
1685078878196,178,0.0
1685078878246,179,0.0
1685078878296,180,0.0
1685078878344,181,0.0
1685078878393,182,0.0
1685078878443,183,0.0
1685078878494,184,0.0
1685078878543,185,0.0
1685078878594,186,0.0
1685078878644,187,0.0
1685078878695,188,0.0
1685078878744,189,0.0
1685078878795,190,0.0
1685078878844,191,0.0
1685078878895,192,0.0
1685078878946,193,0.0
1685078878995,194,0.0
1685078879045,195,0.0
1685078879096,196,0.0
1685078879145,197,-0.03490658503988659
1685078879195,198,-0.05235987755982988
1685078879244,199,-0.017453292519943295
1685078879293,200,-0.03490658503988659
1685078879344,201,-0.03490658503988659
1685078879393,202,-0.03490658503988659
1685078879443,203,-0.03490658503988659
1685078879497,204,-0.03490658503988659
1685078879548,205,-0.017453292519943295
1685078879597,206,0.0
1685078879648,207,0.017453292519943295
1685078879697,208,0.03490658503988659
1685078879752,209,0.03490658503988659
1685078879805,210,0.08726646259971647
1685078879860,211,0.08726646259971647
1685078879916,212,0.08726646259971647
1685078879970,213,0.08726646259971647
1685078880024,214,0.08726646259971647
1685078880076,215,0.08726646259971647
1685078880127,216,0.08726646259971647
1685078880177,217,0.12217304763960307
1685078880228,218,0.13962634015954636
1685078880277,219,0.13962634015954636
1685078880328,220,0.13962634015954636
1685078880378,221,0.13962634015954636
1685078880444,222,0.06981317007977318
1685078880496,223,0.08726646259971647
1685078880546,224,0.12217304763960307
1685078880598,225,0.22689280275926285
1685078880648,226,0.2617993877991494
1685078880697,227,0.2617993877991494
1685078880748,228,0.24434609527920614
1685078880800,229,0.24434609527920614
1685078880849,230,0.2617993877991494
1685078880902,231,0.24434609527920614
1685078880952,232,0.2617993877991494
1685078881003,233,0.2617993877991494
1685078881054,234,0.19198621771937624
1685078881114,235,0.19198621771937624
1685078881164,236,0.19198621771937624
1685078881214,237,0.19198621771937624
1685078881265,238,0.20943951023931953
1685078881315,239,0.24434609527920614
1685078881365,240,0.24434609527920614
1685078881415,241,0.24434609527920614
1685078881464,242,0.24434609527920614
1685078881513,243,0.24434609527920614
1685078881564,244,0.24434609527920614
1685078881613,245,0.3141592653589793
1685078881664,246,0.3141592653589793
1685078881713,247,0.2792526803190927
1685078881765,248,0.2792526803190927
1685078881815,249,0.29670597283903605
1685078881866,250,0.29670597283903605
1685078881916,251,0.29670597283903605
1685078881966,252,0.29670597283903605
1685078882016,253,0.29670597283903605
1685078882064,254,0.29670597283903605
1685078882114,255,0.29670597283903605
1685078882164,256,0.29670597283903605
1685078882212,257,0.29670597283903605
1685078882262,258,0.3141592653589793
1685078882312,259,0.3141592653589793
1685078882361,260,0.3141592653589793
1685078882411,261,0.3141592653589793
1685078882460,262,0.3316125578789226
1685078882511,263,0.3316125578789226
1685078882560,264,0.3316125578789226
1685078882611,265,0.3316125578789226
1685078882660,266,0.3316125578789226
1685078882712,267,0.3316125578789226
1685078882764,268,0.3316125578789226
1685078882819,269,0.2792526803190927
1685078882873,270,0.3141592653589793
1685078882928,271,0.3141592653589793
1685078883004,272,0.2792526803190927
1685078883053,273,0.40142572795869574
1685078883104,274,0.4537856055185257
1685078883152,275,0.4537856055185257
1685078883202,276,0.3839724354387525
1685078883252,277,0.19198621771937624
1685078883300,278,0.08726646259971647
1685078883350,279,0.06981317007977318
1685078883400,280,0.08726646259971647
1685078883452,281,0.10471975511965977
1685078883504,282,0.12217304763960307
1685078883553,283,0.12217304763960307
1685078883604,284,0.08726646259971647
1685078883654,285,0.08726646259971647
1685078883703,286,0.08726646259971647
1685078883756,287,0.08726646259971647
1685078883805,288,0.12217304763960307
1685078883856,289,0.15707963267948966
1685078883905,290,0.15707963267948966
1685078883955,291,0.15707963267948966
1685078884005,292,0.15707963267948966
1685078884056,293,0.15707963267948966
1685078884108,294,0.15707963267948966
1685078884159,295,0.15707963267948966
1685078884209,296,0.12217304763960307
1685078884260,297,0.10471975511965977
1685078884309,298,0.10471975511965977
1685078884359,299,0.10471975511965977
1685078884410,300,0.10471975511965977
1685078884461,301,0.10471975511965977
1685078884512,302,0.08726646259971647
1685078884566,303,0.08726646259971647
1685078884619,304,0.08726646259971647
1685078884670,305,0.08726646259971647
1685078884722,306,0.08726646259971647
1685078884776,307,0.08726646259971647
1685078884830,308,0.08726646259971647
1685078884884,309,0.10471975511965977
1685078884940,310,0.10471975511965977
1685078884992,311,0.10471975511965977
1685078885046,312,0.12217304763960307
1685078885100,313,0.12217304763960307
1685078885150,314,0.12217304763960307
1685078885204,315,0.12217304763960307
1685078885258,316,0.12217304763960307
1685078885312,317,0.17453292519943295
1685078885362,318,0.20943951023931953
1685078885412,319,0.15707963267948966
1685078885461,320,0.13962634015954636
1685078885516,321,0.13962634015954636
1685078885571,322,0.13962634015954636
1685078885625,323,0.13962634015954636
1685078885677,324,0.13962634015954636
1685078885730,325,0.15707963267948966
1685078885781,326,0.15707963267948966
1685078885833,327,0.15707963267948966
1685078885885,328,0.20943951023931953
1685078885939,329,0.20943951023931953
1685078885992,330,0.20943951023931953
1685078886044,331,0.20943951023931953
1685078886093,332,0.20943951023931953
1685078886141,333,0.20943951023931953
1685078886191,334,0.22689280275926285
1685078886240,335,0.22689280275926285
1685078886289,336,0.22689280275926285
1685078886336,337,0.22689280275926285
1685078886384,338,0.22689280275926285
1685078886432,339,0.22689280275926285
1685078886480,340,0.22689280275926285
1685078886529,341,0.22689280275926285
1685078886578,342,0.2792526803190927
1685078886628,343,0.2617993877991494
1685078886677,344,0.15707963267948966
1685078886728,345,0.17453292519943295
1685078886776,346,0.15707963267948966
1685078886825,347,0.08726646259971647
1685078886873,348,0.06981317007977318
1685078886922,349,0.05235987755982988
1685078886969,350,0.03490658503988659
1685078887017,351,0.017453292519943295
1685078887064,352,0.017453292519943295
1685078887109,353,0.017453292519943295
1685078887152,354,0.017453292519943295
1685078887202,355,0.017453292519943295
1685078887256,356,0.017453292519943295
1685078887305,357,0.017453292519943295
1685078887354,358,0.017453292519943295
1685078887404,359,0.017453292519943295
1685078887454,360,0.017453292519943295
1685078887504,361,0.017453292519943295
1685078887550,362,0.017453292519943295
1685078887600,363,0.017453292519943295
1685078887648,364,0.017453292519943295
1685078887698,365,0.017453292519943295
1685078887747,366,0.017453292519943295
1685078887797,367,0.017453292519943295
1685078887847,368,0.017453292519943295
1685078887897,369,0.017453292519943295
1685078887948,370,0.017453292519943295
1685078887997,371,0.017453292519943295
1685078888049,372,0.017453292519943295
1685078888099,373,0.017453292519943295
1685078888148,374,0.017453292519943295
1685078888198,375,0.017453292519943295
1685078888249,376,0.017453292519943295
1685078888299,377,0.017453292519943295
