ts,frame,wheel
1685078991270,1,0.03490658503988659
1685078991334,2,0.03490658503988659
1685078991399,3,0.03490658503988659
1685078991460,4,0.03490658503988659
1685078991520,5,0.03490658503988659
1685078991580,6,0.03490658503988659
1685078991640,7,0.03490658503988659
1685078991701,8,0.03490658503988659
1685078991763,9,0.03490658503988659
1685078991824,10,0.03490658503988659
1685078991884,11,0.03490658503988659
1685078991944,12,0.017453292519943295
1685078992004,13,0.0
1685078992066,14,0.0
1685078992126,15,0.017453292519943295
1685078992177,16,0.017453292519943295
1685078992233,17,0.017453292519943295
1685078992285,18,0.017453292519943295
1685078992343,19,0.017453292519943295
1685078992400,20,0.017453292519943295
1685078992458,21,0.017453292519943295
1685078992513,22,0.0
1685078992569,23,0.017453292519943295
1685078992628,24,0.017453292519943295
1685078992715,25,0.017453292519943295
1685078992762,26,0.017453292519943295
1685078992810,27,0.017453292519943295
1685078992860,28,0.017453292519943295
1685078992910,29,0.017453292519943295
1685078992960,30,0.017453292519943295
1685078993009,31,0.08726646259971647
1685078993059,32,0.19198621771937624
1685078993108,33,0.24434609527920614
1685078993174,34,0.24434609527920614
1685078993224,35,0.24434609527920614
1685078993274,36,0.24434609527920614
1685078993322,37,0.2617993877991494
1685078993369,38,0.2617993877991494
1685078993419,39,0.24434609527920614
1685078993470,40,0.2617993877991494
1685078993520,41,0.2617993877991494
1685078993569,42,0.3141592653589793
1685078993619,43,0.3839724354387525
1685078993668,44,0.3839724354387525
1685078993718,45,0.3839724354387525
1685078993767,46,0.3665191429188092
1685078993816,47,0.2617993877991494
1685078993865,48,0.2617993877991494
1685078993915,49,0.2617993877991494
1685078993964,50,0.2617993877991494
1685078994013,51,0.2617993877991494
1685078994062,52,0.3141592653589793
1685078994112,53,0.40142572795869574
1685078994160,54,0.4363323129985824
1685078994209,55,0.4537856055185257
1685078994259,56,0.4537856055185257
1685078994307,57,0.4537856055185257
1685078994356,58,0.4537856055185257
1685078994404,59,0.4537856055185257
1685078994453,60,0.4537856055185257
1685078994502,61,0.4886921905584123
1685078994548,62,0.47123889803846897
1685078994597,63,0.4363323129985824
1685078994646,64,0.4363323129985824
1685078994694,65,0.4363323129985824
1685078994743,66,0.4363323129985824
1685078994792,67,0.4363323129985824
1685078994841,68,0.4363323129985824
1685078994889,69,0.4363323129985824
1685078994938,70,0.4363323129985824
1685078994988,71,0.41887902047863906
1685078995036,72,0.40142572795869574
1685078995085,73,0.3490658503988659
1685078995131,74,0.2792526803190927
1685078995180,75,0.22689280275926285
1685078995228,76,0.24434609527920614
1685078995279,77,0.29670597283903605
1685078995328,78,0.40142572795869574
1685078995378,79,0.5235987755982988
1685078995429,80,0.5061454830783556
1685078995478,81,0.47123889803846897
1685078995528,82,0.47123889803846897
1685078995576,83,0.47123889803846897
1685078995626,84,0.47123889803846897
1685078995675,85,0.47123889803846897
1685078995722,86,0.4537856055185257
1685078995771,87,0.4537856055185257
1685078995821,88,0.4537856055185257
1685078995874,89,0.4886921905584123
1685078995927,90,0.4363323129985824
1685078995982,91,0.13962634015954636
1685078996036,92,0.017453292519943295
1685078996091,93,0.017453292519943295
1685078996144,94,0.0
1685078996198,95,0.0
1685078996248,96,0.0
1685078996298,97,0.0
1685078996346,98,0.0
1685078996395,99,0.0
1685078996445,100,-0.017453292519943295
1685078996493,101,-0.05235987755982988
1685078996543,102,-0.05235987755982988
1685078996593,103,-0.05235987755982988
1685078996643,104,-0.05235987755982988
1685078996693,105,-0.05235987755982988
1685078996742,106,-0.05235987755982988
1685078996792,107,-0.05235987755982988
1685078996841,108,-0.05235987755982988
1685078996891,109,-0.05235987755982988
1685078996938,110,-0.05235987755982988
1685078996989,111,-0.05235987755982988
1685078997039,112,-0.05235987755982988
1685078997090,113,-0.06981317007977318
1685078997140,114,-0.06981317007977318
1685078997191,115,-0.03490658503988659
1685078997242,116,-0.03490658503988659
1685078997292,117,-0.017453292519943295
1685078997344,118,-0.017453292519943295
1685078997394,119,-0.017453292519943295
1685078997445,120,-0.017453292519943295
1685078997495,121,-0.017453292519943295
1685078997542,122,-0.017453292519943295
1685078997592,123,-0.017453292519943295
1685078997642,124,-0.017453292519943295
1685078997692,125,-0.017453292519943295
1685078997741,126,-0.017453292519943295
1685078997792,127,-0.017453292519943295
1685078997842,128,0.0
1685078997892,129,0.017453292519943295
1685078997943,130,0.017453292519943295
1685078997993,131,0.017453292519943295
1685078998044,132,0.03490658503988659
1685078998095,133,0.05235987755982988
1685078998144,134,0.05235987755982988
1685078998195,135,0.05235987755982988
1685078998246,136,0.05235987755982988
1685078998298,137,0.05235987755982988
1685078998349,138,0.05235987755982988
1685078998399,139,0.03490658503988659
1685078998460,140,0.03490658503988659
1685078998511,141,0.03490658503988659
1685078998561,142,0.03490658503988659
1685078998611,143,0.03490658503988659
1685078998662,144,0.06981317007977318
1685078998712,145,0.08726646259971647
1685078998760,146,0.08726646259971647
1685078998810,147,0.06981317007977318
1685078998860,148,0.06981317007977318
1685078998912,149,0.06981317007977318
1685078998962,150,0.06981317007977318
1685078999013,151,0.05235987755982988
1685078999063,152,0.03490658503988659
1685078999114,153,0.05235987755982988
1685078999166,154,0.06981317007977318
1685078999218,155,0.08726646259971647
1685078999270,156,0.08726646259971647
1685078999321,157,0.06981317007977318
1685078999370,158,0.06981317007977318
1685078999420,159,0.06981317007977318
1685078999471,160,0.06981317007977318
1685078999522,161,0.05235987755982988
1685078999575,162,0.03490658503988659
1685078999626,163,0.017453292519943295
1685078999678,164,0.017453292519943295
1685078999729,165,0.017453292519943295
1685078999780,166,0.0
1685078999830,167,0.0
1685078999881,168,0.0
1685078999931,169,0.0
1685078999981,170,0.0
1685079000032,171,0.0
1685079000082,172,0.0
1685079000132,173,-0.017453292519943295
1685079000183,174,-0.017453292519943295
1685079000235,175,-0.017453292519943295
1685079000286,176,-0.017453292519943295
1685079000337,177,-0.017453292519943295
1685079000388,178,-0.017453292519943295
1685079000439,179,-0.017453292519943295
1685079000506,180,-0.03490658503988659
1685079000557,181,-0.03490658503988659
1685079000606,182,-0.03490658503988659
1685079000656,183,-0.03490658503988659
1685079000706,184,-0.03490658503988659
1685079000756,185,-0.03490658503988659
1685079000807,186,-0.05235987755982988
1685079000858,187,-0.05235987755982988
1685079000910,188,-0.05235987755982988
1685079000959,189,-0.19198621771937624
1685079001009,190,-0.19198621771937624
1685079001058,191,-0.19198621771937624
1685079001107,192,-0.3316125578789226
1685079001156,193,-0.4537856055185257
1685079001206,194,-0.47123889803846897
1685079001256,195,-0.5235987755982988
1685079001313,196,-0.6981317007977318
1685079001367,197,-0.767944870877505
1685079001422,198,-0.767944870877505
1685079001477,199,-0.767944870877505
1685079001532,200,-0.767944870877505
1685079001586,201,-0.767944870877505
1685079001640,202,-0.767944870877505
1685079001693,203,-0.767944870877505
1685079001747,204,-0.767944870877505
1685079001799,205,-0.7504915783575616
1685079001846,206,-0.7504915783575616
1685079001895,207,-0.7504915783575616
1685079001944,208,-0.7504915783575616
1685079001993,209,-0.7330382858376184
1685079002045,210,-0.5585053606381855
1685079002099,211,-0.5410520681182421
1685079002152,212,-0.5410520681182421
1685079002206,213,-0.5410520681182421
1685079002261,214,-0.5410520681182421
1685079002316,215,-0.5410520681182421
1685079002372,216,-0.5410520681182421
1685079002428,217,-0.5410520681182421
1685079002479,218,-0.5410520681182421
1685079002532,219,-0.5410520681182421
1685079002586,220,-0.5410520681182421
1685079002641,221,-0.5410520681182421
1685079002693,222,-0.5410520681182421
1685079002742,223,-0.5410520681182421
1685079002792,224,-0.5410520681182421
1685079002842,225,-0.5410520681182421
1685079002892,226,-0.5410520681182421
1685079002947,227,-0.5410520681182421
1685079002997,228,-0.5410520681182421
1685079003046,229,-0.5410520681182421
1685079003092,230,-0.5410520681182421
1685079003143,231,-0.5410520681182421
1685079003192,232,-0.5410520681182421
1685079003243,233,-0.5410520681182421
1685079003293,234,-0.5410520681182421
1685079003344,235,-0.5410520681182421
1685079003394,236,-0.5410520681182421
1685079003445,237,-0.5235987755982988
1685079003495,238,-0.5235987755982988
1685079003546,239,-0.5061454830783556
1685079003595,240,-0.47123889803846897
1685079003646,241,-0.41887902047863906
1685079003694,242,-0.017453292519943295
1685079003743,243,0.0
1685079003793,244,0.017453292519943295
1685079003843,245,0.017453292519943295
1685079003898,246,0.017453292519943295
1685079003953,247,0.017453292519943295
1685079004010,248,0.017453292519943295
1685079004064,249,0.017453292519943295
1685079004121,250,0.017453292519943295
1685079004175,251,0.017453292519943295
1685079004229,252,0.017453292519943295
1685079004284,253,0.017453292519943295
1685079004336,254,0.0
1685079004390,255,-0.03490658503988659
1685079004446,256,-0.05235987755982988
1685079004500,257,-0.08726646259971647
1685079004556,258,-0.08726646259971647
1685079004607,259,-0.08726646259971647
1685079004659,260,-0.08726646259971647
1685079004709,261,-0.10471975511965977
1685079004760,262,-0.12217304763960307
1685079004810,263,-0.13962634015954636
1685079004862,264,-0.15707963267948966
1685079004913,265,-0.15707963267948966
1685079004961,266,-0.15707963267948966
1685079005013,267,-0.15707963267948966
1685079005064,268,-0.15707963267948966
1685079005114,269,-0.15707963267948966
1685079005166,270,-0.15707963267948966
1685079005222,271,-0.15707963267948966
1685079005276,272,-0.15707963267948966
1685079005332,273,-0.15707963267948966
1685079005387,274,-0.15707963267948966
1685079005443,275,-0.13962634015954636
