ts,frame,wheel,speed
1685324364484,1,0.0,0
1685324364550,2,0.0,0
1685324364612,3,0.0,0
1685324364674,4,0.0,0
1685324364735,5,0.0,0
1685324364800,6,0.0,0
1685324364877,7,0.0,91.25
1685324364933,8,0.0,159.375
1685324364984,9,0.0,159.375
1685324365037,10,0.0,159.375
1685324365087,11,0.0,159.375
1685324365138,12,0.0,159.375
1685324365188,13,0.0,159.375
1685324365236,14,0.0,159.375
1685324365286,15,0.0,159.375
1685324365337,16,0.0,159.375
1685324365388,17,0.0,159.375
1685324365437,18,0.0,159.375
1685324365487,19,0.0,159.375
1685324365540,20,0.0,159.375
1685324365591,21,0.0,159.375
1685324365643,22,0.0,159.375
1685324365692,23,0.0,159.375
1685324365744,24,0.0,159.375
1685324365793,25,0.0,159.375
1685324365840,26,0.0,159.375
1685324365886,27,0.0,159.375
1685324365937,28,0.0,159.375
1685324365985,29,-0.017453292519943295,159.375
1685324366034,30,-0.017453292519943295,159.375
1685324366084,31,-0.017453292519943295,159.375
1685324366133,32,-0.017453292519943295,159.375
1685324366182,33,-0.017453292519943295,159.375
1685324366232,34,-0.017453292519943295,159.375
1685324366281,35,-0.017453292519943295,159.375
1685324366330,36,-0.05235987755982988,159.375
1685324366380,37,-0.05235987755982988,159.375
1685324366426,38,-0.05235987755982988,159.375
1685324366477,39,-0.06981317007977318,159.375
1685324366526,40,-0.08726646259971647,159.375
1685324366576,41,-0.10471975511965977,159.375
1685324366625,42,-0.10471975511965977,159.375
1685324366672,43,-0.10471975511965977,159.375
1685324366721,44,-0.10471975511965977,159.375
1685324366770,45,-0.12217304763960307,159.375
1685324366820,46,-0.12217304763960307,159.375
1685324366869,47,-0.12217304763960307,159.375
1685324366920,48,-0.12217304763960307,159.375
1685324366970,49,-0.12217304763960307,159.375
1685324367017,50,-0.12217304763960307,159.375
1685324367066,51,-0.12217304763960307,159.375
1685324367120,52,-0.12217304763960307,159.375
1685324367170,53,-0.12217304763960307,159.375
1685324367221,54,-0.08726646259971647,159.375
1685324367271,55,-0.05235987755982988,159.375
1685324367322,56,-0.05235987755982988,159.375
1685324367372,57,-0.05235987755982988,159.375
1685324367421,58,-0.05235987755982988,159.375
1685324367469,59,-0.05235987755982988,159.375
1685324367520,60,-0.05235987755982988,159.375
1685324367570,61,-0.05235987755982988,159.375
1685324367618,62,-0.05235987755982988,159.375
1685324367672,63,-0.05235987755982988,159.375
1685324367724,64,-0.05235987755982988,159.375
1685324367773,65,-0.06981317007977318,159.375
1685324367824,66,-0.06981317007977318,159.375
1685324367873,67,-0.05235987755982988,159.375
1685324367924,68,-0.06981317007977318,159.375
1685324367976,69,-0.06981317007977318,159.375
1685324368024,70,-0.06981317007977318,159.375
1685324368076,71,-0.06981317007977318,159.375
1685324368128,72,-0.06981317007977318,159.375
1685324368181,73,-0.06981317007977318,159.375
1685324368232,74,-0.06981317007977318,159.375
1685324368285,75,-0.06981317007977318,159.375
1685324368338,76,-0.08726646259971647,159.375
1685324368392,77,-0.08726646259971647,159.375
1685324368445,78,-0.08726646259971647,159.375
1685324368494,79,-0.10471975511965977,159.375
1685324368545,80,-0.10471975511965977,159.375
1685324368600,81,-0.10471975511965977,159.375
1685324368652,82,-0.10471975511965977,159.375
1685324368706,83,-0.10471975511965977,159.375
1685324368760,84,-0.08726646259971647,159.375
1685324368813,85,-0.08726646259971647,159.375
1685324368866,86,-0.08726646259971647,159.375
1685324368926,87,-0.06981317007977318,159.375
1685324368985,88,-0.06981317007977318,159.375
1685324369046,89,-0.06981317007977318,159.375
1685324369103,90,-0.06981317007977318,159.375
1685324369160,91,-0.06981317007977318,159.375
1685324369222,92,-0.06981317007977318,159.375
1685324369280,93,-0.06981317007977318,159.375
1685324369334,94,-0.06981317007977318,159.375
1685324369397,95,-0.06981317007977318,159.375
1685324369453,96,-0.06981317007977318,159.375
1685324369509,97,-0.06981317007977318,159.375
1685324369562,98,-0.06981317007977318,159.375
