ts,frame,wheel,speed
1685324312189,1,0.017453292519943295,0
1685324312280,2,0.0,0
1685324312359,3,0.017453292519943295,0
1685324312421,4,0.0,0
1685324312532,5,0.0,0
1685324312594,6,0.017453292519943295,0
1685324312661,7,0.017453292519943295,0
1685324312725,8,0.0,0
1685324312792,9,0.017453292519943295,75.625
1685324312846,10,0.0,159.375
1685324312900,11,0.0,159.375
1685324312952,12,0.0,159.375
1685324313004,13,0.0,159.375
1685324313056,14,0.0,159.375
1685324313109,15,0.0,159.375
1685324313160,16,0.017453292519943295,159.375
1685324313212,17,0.03490658503988659,159.375
1685324313264,18,0.03490658503988659,159.375
1685324313320,19,0.03490658503988659,159.375
1685324313376,20,0.03490658503988659,159.375
1685324313428,21,0.03490658503988659,159.375
1685324313480,22,0.03490658503988659,159.375
1685324313533,23,0.03490658503988659,159.375
1685324313589,24,0.03490658503988659,159.375
1685324313640,25,0.03490658503988659,159.375
1685324313689,26,0.03490658503988659,159.375
1685324313740,27,0.03490658503988659,159.375
1685324313790,28,0.05235987755982988,159.375
1685324313842,29,0.05235987755982988,159.375
1685324313892,30,0.05235987755982988,159.375
1685324313946,31,0.05235987755982988,159.375
1685324314000,32,0.05235987755982988,159.375
1685324314052,33,0.08726646259971647,159.375
1685324314104,34,0.10471975511965977,159.375
1685324314158,35,0.10471975511965977,159.375
1685324314209,36,0.19198621771937624,159.375
1685324314260,37,0.2792526803190927,159.375
1685324314309,38,0.3141592653589793,159.375
1685324314362,39,0.3141592653589793,159.375
1685324314416,40,0.3141592653589793,159.375
1685324314465,41,0.3141592653589793,159.375
1685324314517,42,0.3141592653589793,159.375
1685324314569,43,0.3141592653589793,159.375
1685324314618,44,0.3316125578789226,159.375
1685324314669,45,0.3316125578789226,159.375
1685324314719,46,0.5585053606381855,159.375
1685324314768,47,0.6457718232379019,159.375
1685324314820,48,0.6457718232379019,159.375
1685324314869,49,0.6457718232379019,159.375
1685324314916,50,0.6457718232379019,159.375
1685324314965,51,0.6457718232379019,159.375
1685324315022,52,0.6283185307179586,159.375
1685324315072,53,0.5585053606381855,159.375
1685324315123,54,0.5061454830783556,159.375
1685324315173,55,0.47123889803846897,159.375
1685324315223,56,0.47123889803846897,159.375
1685324315273,57,0.47123889803846897,159.375
1685324315324,58,0.4537856055185257,159.375
1685324315375,59,0.3316125578789226,159.375
1685324315425,60,0.29670597283903605,159.375
1685324315476,61,0.29670597283903605,159.375
1685324315526,62,0.29670597283903605,159.375
1685324315577,63,0.2792526803190927,159.375
1685324315630,64,0.2792526803190927,159.375
1685324315682,65,0.2792526803190927,159.375
1685324315736,66,0.2792526803190927,159.375
1685324315788,67,0.2792526803190927,159.375
1685324315840,68,0.2792526803190927,159.375
1685324315892,69,0.2617993877991494,159.375
1685324315944,70,0.2617993877991494,159.375
1685324315996,71,0.2617993877991494,159.375
1685324316048,72,0.2617993877991494,159.375
1685324316101,73,0.2792526803190927,159.375
1685324316151,74,0.2792526803190927,159.375
1685324316203,75,0.2792526803190927,159.375
1685324316254,76,0.2792526803190927,159.375
1685324316305,77,0.2792526803190927,159.375
1685324316357,78,0.2792526803190927,159.375
1685324316408,79,0.2792526803190927,159.375
1685324316461,80,0.2617993877991494,159.375
1685324316512,81,0.2617993877991494,159.375
