ts,frame,wheel
1685078671426,1,0.0
1685078671530,2,0.0
1685078671634,3,0.0
1685078671734,4,0.0
1685078671833,5,0.017453292519943295
1685078671931,6,0.017453292519943295
1685078672031,7,0.017453292519943295
1685078672139,8,0.017453292519943295
1685078672252,9,0.0
1685078672372,10,0.0
1685078672486,11,0.0
1685078672621,12,-0.017453292519943295
1685078672720,13,-0.017453292519943295
1685078672818,14,-0.017453292519943295
1685078672922,15,-0.03490658503988659
1685078673024,16,-0.03490658503988659
1685078673103,17,-0.03490658503988659
1685078673190,18,-0.03490658503988659
1685078673271,19,-0.03490658503988659
1685078673324,20,-0.03490658503988659
1685078673379,21,-0.03490658503988659
1685078673432,22,-0.03490658503988659
1685078673485,23,-0.03490658503988659
1685078673538,24,-0.03490658503988659
1685078673590,25,-0.03490658503988659
1685078673639,26,-0.03490658503988659
1685078673699,27,-0.03490658503988659
1685078673752,28,-0.03490658503988659
1685078673804,29,-0.03490658503988659
1685078673857,30,-0.05235987755982988
1685078673910,31,-0.05235987755982988
1685078673962,32,-0.05235987755982988
1685078674014,33,-0.05235987755982988
1685078674066,34,-0.05235987755982988
1685078674119,35,-0.05235987755982988
1685078674171,36,-0.03490658503988659
1685078674227,37,-0.03490658503988659
1685078674279,38,-0.03490658503988659
1685078674330,39,-0.03490658503988659
1685078674382,40,-0.03490658503988659
1685078674434,41,-0.03490658503988659
1685078674486,42,-0.017453292519943295
1685078674538,43,-0.017453292519943295
1685078674590,44,-0.017453292519943295
1685078674641,45,-0.017453292519943295
1685078674694,46,-0.017453292519943295
1685078674746,47,-0.017453292519943295
1685078674798,48,-0.017453292519943295
1685078674850,49,-0.017453292519943295
1685078674901,50,-0.017453292519943295
1685078674953,51,-0.017453292519943295
1685078675008,52,-0.017453292519943295
1685078675062,53,-0.017453292519943295
1685078675113,54,-0.017453292519943295
1685078675165,55,-0.03490658503988659
1685078675218,56,-0.03490658503988659
1685078675275,57,-0.03490658503988659
1685078675333,58,-0.03490658503988659
1685078675389,59,-0.03490658503988659
1685078675446,60,-0.03490658503988659
1685078675503,61,-0.05235987755982988
1685078675557,62,-0.06981317007977318
1685078675613,63,-0.06981317007977318
1685078675671,64,-0.06981317007977318
1685078675727,65,-0.08726646259971647
1685078675779,66,-0.08726646259971647
1685078675831,67,-0.08726646259971647
1685078675883,68,-0.08726646259971647
1685078675939,69,-0.08726646259971647
1685078675995,70,-0.10471975511965977
1685078676051,71,-0.10471975511965977
1685078676107,72,-0.12217304763960307
1685078676163,73,-0.12217304763960307
1685078676219,74,-0.12217304763960307
1685078676270,75,-0.12217304763960307
1685078676322,76,-0.12217304763960307
1685078676373,77,-0.19198621771937624
1685078676425,78,-0.20943951023931953
1685078676476,79,-0.20943951023931953
1685078676530,80,-0.20943951023931953
1685078676584,81,-0.20943951023931953
1685078676635,82,-0.20943951023931953
1685078676688,83,-0.20943951023931953
1685078676738,84,-0.20943951023931953
1685078676789,85,-0.20943951023931953
1685078676842,86,-0.20943951023931953
1685078676893,87,-0.19198621771937624
1685078676945,88,-0.19198621771937624
1685078676998,89,-0.19198621771937624
1685078677054,90,-0.19198621771937624
1685078677110,91,-0.19198621771937624
1685078677165,92,-0.19198621771937624
1685078677216,93,-0.17453292519943295
1685078677268,94,-0.17453292519943295
1685078677320,95,-0.17453292519943295
1685078677371,96,-0.17453292519943295
1685078677422,97,-0.12217304763960307
1685078677471,98,-0.10471975511965977
1685078677523,99,-0.08726646259971647
1685078677575,100,-0.06981317007977318
1685078677629,101,-0.06981317007977318
1685078677680,102,-0.06981317007977318
1685078677735,103,-0.08726646259971647
1685078677788,104,-0.08726646259971647
1685078677841,105,-0.10471975511965977
1685078677893,106,-0.15707963267948966
1685078677945,107,-0.17453292519943295
1685078677997,108,-0.17453292519943295
1685078678048,109,-0.17453292519943295
1685078678098,110,-0.15707963267948966
1685078678150,111,-0.15707963267948966
1685078678218,112,-0.15707963267948966
1685078678270,113,-0.15707963267948966
1685078678321,114,-0.15707963267948966
1685078678372,115,-0.15707963267948966
1685078678424,116,-0.15707963267948966
1685078678475,117,-0.15707963267948966
1685078678526,118,-0.15707963267948966
1685078678577,119,-0.15707963267948966
1685078678633,120,-0.15707963267948966
1685078678687,121,-0.15707963267948966
1685078678736,122,-0.15707963267948966
1685078678787,123,-0.15707963267948966
1685078678840,124,-0.15707963267948966
1685078678894,125,-0.15707963267948966
1685078678945,126,-0.15707963267948966
1685078678996,127,-0.15707963267948966
1685078679048,128,-0.15707963267948966
1685078679100,129,-0.15707963267948966
1685078679150,130,-0.15707963267948966
1685078679201,131,-0.15707963267948966
1685078679254,132,-0.10471975511965977
1685078679305,133,-0.05235987755982988
1685078679355,134,-0.05235987755982988
