ts,frame,wheel,speed
1685324512088,1,0.03490658503988659,0
1685324512156,2,0.03490658503988659,0
1685324512219,3,0.03490658503988659,0
1685324512281,4,0.03490658503988659,0
1685324512343,5,0.03490658503988659,0
1685324512406,6,0.03490658503988659,0
1685324512469,7,0.03490658503988659,0
1685324512531,8,0.03490658503988659,0
1685324512592,9,0.017453292519943295,74.375
1685324512643,10,0.0,159.375
1685324512693,11,0.0,159.375
1685324512744,12,0.0,159.375
1685324512795,13,0.0,159.375
1685324512844,14,0.0,159.375
1685324512897,15,0.0,159.375
1685324512948,16,0.017453292519943295,159.375
1685324513000,17,0.017453292519943295,159.375
1685324513051,18,0.03490658503988659,159.375
1685324513101,19,0.03490658503988659,159.375
1685324513149,20,0.03490658503988659,159.375
1685324513200,21,0.017453292519943295,159.375
1685324513250,22,0.0,159.375
1685324513300,23,0.0,159.375
1685324513352,24,0.0,159.375
1685324513402,25,0.0,159.375
1685324513449,26,-0.017453292519943295,159.375
1685324513498,27,-0.017453292519943295,159.375
1685324513549,28,-0.017453292519943295,159.375
1685324513598,29,-0.017453292519943295,159.375
1685324513648,30,-0.03490658503988659,159.375
1685324513697,31,-0.03490658503988659,159.375
1685324513746,32,-0.03490658503988659,159.375
1685324513795,33,-0.03490658503988659,159.375
1685324513846,34,-0.03490658503988659,159.375
1685324513897,35,-0.05235987755982988,159.375
1685324513947,36,-0.05235987755982988,159.375
1685324513997,37,-0.08726646259971647,159.375
1685324514049,38,-0.08726646259971647,159.375
1685324514099,39,-0.08726646259971647,159.375
1685324514148,40,-0.08726646259971647,159.375
1685324514197,41,-0.08726646259971647,159.375
1685324514247,42,-0.08726646259971647,159.375
1685324514296,43,-0.08726646259971647,159.375
1685324514345,44,-0.08726646259971647,159.375
1685324514395,45,-0.08726646259971647,159.375
1685324514442,46,-0.08726646259971647,159.375
1685324514491,47,-0.08726646259971647,159.375
1685324514539,48,-0.08726646259971647,159.375
1685324514587,49,-0.08726646259971647,159.375
1685324514633,50,-0.08726646259971647,159.375
1685324514680,51,-0.08726646259971647,159.375
1685324514728,52,-0.08726646259971647,159.375
1685324514776,53,-0.08726646259971647,159.375
1685324514826,54,-0.08726646259971647,159.375
1685324514881,55,-0.08726646259971647,159.375
1685324514931,56,-0.08726646259971647,159.375
1685324514980,57,-0.08726646259971647,159.375
1685324515028,58,-0.08726646259971647,159.375
1685324515077,59,-0.08726646259971647,159.375
1685324515130,60,-0.08726646259971647,159.375
1685324515187,61,-0.08726646259971647,159.375
1685324515239,62,-0.08726646259971647,159.375
1685324515296,63,-0.08726646259971647,159.375
